route,label,canonical_path,current_directory,current_status,original_inventory,shell,template,purpose,access,project_context,maturity,device,mobile_mode,review_priority,epic,owner_domain,primary_action,desktop_title,desktop_h1,desktop_main_count,desktop_text_chars,desktop_unnamed_interactions,mobile_title,mobile_h1,mobile_main_count,mobile_text_chars,mobile_unnamed_interactions,mobile_small_targets,horizontal_overflow,issue_signals,revalidated_action
/research/catalog,자료 카탈로그 출처가 확인된 창작 자료 모음,/research/catalog,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,작품 리서치 랩 · 툰스튜디오,작품 리서치 랩,1,4925,0,작품 리서치 랩 · 툰스튜디오,작품 리서치 랩,1,1600,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research/catalog/notebook,연구 노트 선택한 자료와 장면 아이디어 정리,/research/catalog/notebook,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,작품 비교·기획 노트 · 툰스튜디오,작품 비교·기획 노트,1,4928,0,작품 비교·기획 노트 · 툰스튜디오,작품 비교·기획 노트,1,1603,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research/open-creation,오픈 창작 자료 자유롭게 활용할 수 있는 창작 자료 탐색,/research/open-creation,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,툰스튜디오,무료 창작 재료실,1,6108,0,툰스튜디오,무료 창작 재료실,1,2783,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research/packs,자료 팩 주제별 참고자료 묶음으로 바로 시작,/research/packs,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,툰스튜디오,오픈 콘텐츠 제작실,1,7121,0,툰스튜디오,오픈 콘텐츠 제작실,1,3796,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/reviews,리뷰 작품을 깊게 읽고 기록하기,/reviews,yes,recovered-recheck,yes,browse,collection,connect,public,none,stable,responsive,full,P2,E00-route-stability,community,목록 탐색,리뷰 · 툰스튜디오,독자들이 남긴 한 줄,1,4946,1,리뷰 · 툰스튜디오,독자들이 남긴 한 줄,1,1585,1,38,0,,모바일 초기 렌더 회귀가 재발하지 않도록 route-health와 실제 데이터 실패 케이스를 유지
/search,작품 검색,/search,yes,retained,yes,browse,search-results,discover,public,none,stable,responsive,full,P1,E03-discovery-data,catalog-discovery,검색 실행,검색 · 툰스튜디오,작품을 바로 찾는 작업공간,2,5178,0,검색 · 툰스튜디오,작품을 바로 찾는 작업공간,2,1506,0,35,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/settings,설정,/settings,yes,retained,yes,browse,dashboard,manage,public,none,stable,responsive,full,P1,E07-personal-settings,account-personal,설정 찾기,설정 · 툰스튜디오,설정,1,8167,1,설정 · 툰스튜디오,설정,1,4848,1,43,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/settings/ai,통합 AI 설정 모든 사용자 AI 연결과 키 보관함 관리,/settings/ai,yes,retained,yes,browse,dashboard,manage,sign-in,none,stable,responsive,full,P1,E07-personal-settings,account-personal,AI 연결 추가,통합 AI 설정 · ToonStudio · 툰스튜디오,자동 무료 AI와 내 연결,1,6517,25,통합 AI 설정 · ToonStudio · 툰스튜디오,자동 무료 AI와 내 연결,1,3198,25,52,0,오류,아이콘·링크·입력 조작의 접근 가능한 이름과 상태를 우선 보완
/showcase,창작 갤러리 다른 창작자의 작품과 제작 흐름,/showcase,yes,retained,yes,browse,editorial-landing,connect,public,none,stable,responsive,full,P2,E04-community-collaboration,community,주요 경로 시작,창작 게시판 · 툰스튜디오,창작 게시판,1,4133,0,창작 게시판 · 툰스튜디오,"한 컷의 시선이, 다음 이야기를 만듭니다.",1,1866,1,35,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/showcase/challenges,창작 챌린지 주제별 창작 이벤트,/showcase/challenges,yes,retained,yes,browse,editorial-landing,connect,public,none,stable,responsive,full,P2,E04-community-collaboration,community,주요 경로 시작,창작 챌린지 · 툰스튜디오,창작 챌린지,1,4841,1,창작 챌린지 · 툰스튜디오,창작 챌린지,1,1480,1,31,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/showcase/promo,프로모션 제작 작품 홍보용 이미지와 소재 만들기,/showcase/promo,yes,retained,yes,creator,workflow,connect,public,optional,beta,desktop-first,review,P1,E04-community-collaboration,community,프로모션 초안 만들기,툰스튜디오,툰스튜디오,1,4293,0,툰스튜디오,"당신의 웹툰을, 움직이는 예고편으로.",2,2994,11,32,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/sitemap,전체 작업 지도,/sitemap,self,retained,yes,docs,document,trust,public,none,stable,responsive,full,P1,E01-route-registry,legal-support,목적지 열기,사이트맵 · 툰스튜디오,하고 싶은 일에서 바로 시작하세요.,1,8572,1,사이트맵 · 툰스튜디오,하고 싶은 일에서 바로 시작하세요.,1,5185,1,29,0,,자기 자신을 결과 목록에 넣지 않는 정책은 유지하되 Registry·route group 정합성 검증의 기준 화면으로 사용
/story-lab,스토리 연구실 인물·욕망·갈등 설계,/story-lab,yes,retained,yes,browse,editorial-landing,learn,public,optional,stable,responsive,full,P2,E05-learning-research,creator-resources,이야기 설계 시작,스토리 연구실 · 툰스튜디오,스토리 연구실,1,5289,8,스토리 연구실 · 툰스튜디오,스토리 연구실,1,1922,8,28,0,실패,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio,전문 드로잉 시작하기,/studio,yes,retained,yes,creator,dashboard,create,public,optional,stable,responsive,full,P1,E08-creator-project,creator-studio,작업 이어가기,Studio · 툰스튜디오,Studio,1,3357,0,Studio · 툰스튜디오,내 작업,2,379,0,15,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/3d/dcc/build,3D 공간 제작 방·배경·공간 구조 제작,/studio/3d/dcc/build,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,preview,P2,E09-creator-editor,creator-studio,샘플 작업 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,3D 공간 제작,1,95,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,3D 공간 제작,1,50,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/3d/dcc/cad,정밀 CAD 치수 기반 솔리드와 소품 설계,/studio/3d/dcc/cad,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,preview,P2,E09-creator-editor,creator-studio,샘플 작업 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,정밀 CAD,1,46,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,정밀 CAD,1,96,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/3d/dcc/material,재질·UV 표면 재질과 UV 구성,/studio/3d/dcc/material,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,preview,P2,E09-creator-editor,creator-studio,샘플 작업 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,재질·UV,1,94,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,재질·UV,1,94,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/3d/dcc/model,3D 모델링 메시를 만들고 편집하는 기본 작업 모드,/studio/3d/dcc/model,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,preview,P2,E09-creator-editor,creator-studio,샘플 작업 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,3D 모델링,1,96,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,3D 모델링,1,96,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/3d/dcc/sculpt,3D 조형 브러시로 형태와 디테일 조형,/studio/3d/dcc/sculpt,yes,partial-readiness,yes,creator,immersive-editor,create,public,optional,experimental,desktop-first,preview,P1,E00-route-stability,creator-studio,안전 모드로 조형 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,3D 조형,1,94,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,3D 조형,1,94,0,0,0,,초기 격리 재로딩과 장시간 워밍업을 명시적 readiness·capability 상태로 계측
/studio/3d/dcc/shot,컷·선화 카메라 컷과 비사실 렌더 설계,/studio/3d/dcc/shot,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,preview,P2,E09-creator-editor,creator-studio,샘플 작업 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,컷·선화,1,92,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,컷·선화,1,92,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/ai-lab,AI 실험실 사용자 키로 창작 추론 작업 실행,/studio/ai-lab,yes,retained,yes,creator,editorial-landing,create,public,optional,experimental,responsive,full,P2,E10-ai-3d-runtime,creator-studio,개인 서버 연결,개인 AI 변환실 · ToonStudio · 툰스튜디오,내 GPU·내 모델로 만드는 변환실,1,3876,4,개인 AI 변환실 · ToonStudio · 툰스튜디오,내 GPU·내 모델로 만드는 변환실,1,613,4,9,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/ai-runtime,개인 AI 런타임 직접 운영하는 추론 서버 연결,/studio/ai-runtime,yes,retained,yes,creator,editorial-landing,create,public,optional,experimental,responsive,full,P1,E10-ai-3d-runtime,creator-studio,런타임 연결 확인,Studio · 툰스튜디오,그림에서 움직임으로. 입체에서 새로운 그림으로.,2,3995,29,Studio · 툰스튜디오,그림에서 움직임으로. 입체에서 새로운 그림으로.,2,732,29,65,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/ai-settings,Studio AI 설정 Studio 생성 도구의 연결과 모델 설정,/studio/ai-settings,yes,retained,yes,creator,editorial-landing,create,public,none,stable,responsive,full,P1,E10-ai-3d-runtime,creator-studio,주요 경로 시작,통합 AI 설정 · ToonStudio · 툰스튜디오,자동 무료 AI와 내 연결,1,6203,25,통합 AI 설정 · ToonStudio · 툰스튜디오,자동 무료 AI와 내 연결,1,2940,25,95,0,오류,아이콘·링크·입력 조작의 접근 가능한 이름과 상태를 우선 보완
/studio/animation,애니메이션 작업실 프레임과 움직임을 편집,/studio/animation,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P2,E09-creator-editor,creator-studio,애니메이션 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/assets,작품 재료,/studio/assets,no,new-main-gap,no,creator,asset-hub,manage,public,optional,stable,responsive,full,P1,E06-market,creator-assets,재료 찾기,소재 · 툰스튜디오,찾기부터 제작·설치·사용까지 한곳에서.,1,3790,0,소재 · 툰스튜디오,찾기부터 제작·설치·사용까지 한곳에서.,1,527,0,5,0,,Studio 1차 내비게이션 목적지를 Route Registry와 사이트맵·CI에 포함
/studio/assets/audio,음악·사운드 작품에 연결할 음원 만들기,/studio/assets/audio,yes,retained,no,creator,immersive-editor,create,public,optional,stable,desktop-first,full,P1,E09-creator-editor,creator-studio,오디오 작업 시작,Studio · 툰스튜디오,"장면에 감정을, 이야기에 음악을.",1,4666,5,Studio · 툰스튜디오,"장면에 감정을, 이야기에 음악을.",1,1403,5,21,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/assets/brushes/new,브러시 연구실 브러시를 만들고 시험하기,/studio/assets/brushes/new,yes,retained,no,creator,immersive-editor,create,public,optional,stable,desktop-first,full,P1,E09-creator-editor,creator-studio,브러시 만들기,Studio · 툰스튜디오,"브러시 프로그램을 만들고, 시험하고, 원고에 적용하세요.",2,18151,2,Studio · 툰스튜디오,"브러시 프로그램을 만들고, 시험하고, 원고에 적용하세요.",2,14888,2,26,0,오류,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/bg3d,3D 배경 장면 배경과 카메라 구도 설계,/studio/bg3d,yes,partial-readiness,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P1,E00-route-stability,creator-studio,샘플 장면 열기,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,0,0,,초기 격리 재로딩과 장시간 워밍업을 명시적 readiness·capability 상태로 계측
/studio/brushes,Studio 브러시 작업 중 브러시를 선택하고 조정,/studio/brushes,yes,retained,yes,creator,immersive-editor,create,public,optional,stable,desktop-first,full,P2,E09-creator-editor,creator-studio,샘플 작업 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/character,캐릭터 작업실 캐릭터 외형·표정·자세 제작,/studio/character,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P2,E09-creator-editor,creator-studio,캐릭터 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/character-convert,캐릭터 변환 2D 캐릭터를 제작용 형식으로 변환,/studio/character-convert,yes,retained,yes,creator,workflow,create,public,optional,experimental,desktop-first,full,P2,E10-ai-3d-runtime,creator-studio,원본 선택,캐릭터 2D ↔ 3D | ToonStudio · 툰스튜디오,캐릭터 2D ↔ 3D,1,4320,3,캐릭터 2D ↔ 3D | ToonStudio · 툰스튜디오,캐릭터 2D ↔ 3D,1,1057,3,11,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/ecosystem,창작 생태계 제작 도구·작업·리소스를 한곳에서 관리,/studio/ecosystem,yes,retained,yes,creator,dashboard,create,public,optional,beta,responsive,full,P1,E10-ai-3d-runtime,creator-studio,다음 작업 열기,창작 생태계 작업대 · ToonStudio · 툰스튜디오,작품을 끝까지 완성하는 창작 생태계 작업대,1,6675,28,창작 생태계 작업대 · ToonStudio · 툰스튜디오,작품을 끝까지 완성하는 창작 생태계 작업대,1,3412,28,72,0,오류,아이콘·링크·입력 조작의 접근 가능한 이름과 상태를 우선 보완
/studio/ecosystem/viewer,생태계 뷰어 연결된 제작 자산과 흐름을 시각화,/studio/ecosystem/viewer,yes,retained,yes,creator,dashboard,create,public,optional,beta,desktop-first,preview,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,검토·제작 과정 패키지 · ToonStudio · 툰스튜디오,검토와 제작 과정을 파일 하나로 여세요.,1,3485,1,검토·제작 과정 패키지 · ToonStudio · 툰스튜디오,검토와 제작 과정을 파일 하나로 여세요.,1,222,1,1,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/engines,설치·라이선스 외부 실행기 설치와 사용 조건 확인,/studio/engines,yes,retained,yes,creator,dashboard,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,Studio · 툰스튜디오,설치·라이선스 상태,1,8790,0,Studio · 툰스튜디오,설치·라이선스 상태,1,5527,0,30,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/generate,생성 도구 연결 생성 기능의 연결 상태와 사용 조건 확인,/studio/generate,yes,retained,yes,creator,workflow,create,public,optional,experimental,responsive,full,P1,E10-ai-3d-runtime,creator-studio,변환 입력 선택,Studio · 툰스튜디오,"캐릭터에서, 움직이는 이야기로",2,3990,3,Studio · 툰스튜디오,"캐릭터에서, 움직이는 이야기로",2,727,3,11,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/jobs,처리 중 작업 무거운 제작 작업과 결과 영수증 관리,/studio/jobs,yes,retained,yes,creator,dashboard,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,작업 상태 확인,Studio · 툰스튜디오,제작 작업 큐,1,3989,2,Studio · 툰스튜디오,제작 작업 큐,1,726,2,7,0,실패,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/join,협업 참여 초대받은 공동 작업에 참여,/studio/join,yes,retained,yes,creator,workflow,connect,sign-in,none,stable,responsive,full,P1,E08-creator-project,creator-studio,초안 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,3389,0,참여 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,486,0,9,0,실패,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/lift3d,2D → 3D 변환 이미지 소재를 3D 장면으로 확장,/studio/lift3d,yes,retained,yes,creator,workflow,create,public,optional,experimental,desktop-first,full,P2,E10-ai-3d-runtime,creator-studio,원화 선택,2D → 3D 변환 · Studio · 툰스튜디오,2D → 3D 변환,1,3990,10,2D → 3D 변환 · Studio · 툰스튜디오,2D → 3D 변환,1,727,10,17,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/manual,Studio 사용 설명서 도구·작업 흐름·문제 해결 안내,/studio/manual,yes,retained,yes,creator,editorial-landing,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,주요 경로 시작,스튜디오 매뉴얼 · ToonStudio 사용자 매뉴얼,스튜디오 매뉴얼,1,4881,0,스튜디오 매뉴얼 · ToonStudio 사용자 매뉴얼,스튜디오 매뉴얼,1,1392,0,23,0,오류,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/new,새 작품,/studio/new,no,new-main-gap,no,creator,project-create,create,public,none,stable,responsive,full,P1,E08-creator-project,creator-project,작품 만들기,Studio · 툰스튜디오,바로 만들기 시작하세요,2,3938,1,Studio · 툰스튜디오,바로 만들기 시작하세요,2,675,1,4,0,,Studio 1차 내비게이션 목적지를 Route Registry와 사이트맵·CI에 포함
/studio/poser,포즈 스튜디오 인체 포즈와 구도 참고 만들기,/studio/poser,yes,retained,yes,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P1,E09-creator-editor,creator-studio,샘플 포즈 열기,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,툰스튜디오 · 웹툰을 그리는 전문 작업실,Studio,1,96,0,0,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/present,발표 모드 작업을 발표용 화면으로 확인,/studio/present,yes,retained,yes,creator,dashboard,connect,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,발표 시작,발표 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,3712,0,발표 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,449,0,11,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/projects,프로젝트 목록 기존 프로젝트를 찾아 이어서 작업,/studio/projects,yes,retained,yes,creator,dashboard,manage,public,optional,stable,responsive,full,P1,E08-creator-project,creator-studio,프로젝트 열기,홈 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,4356,9,홈 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,1093,9,29,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/publish,Studio 게시 완성한 초안의 게시 준비,/studio/publish,yes,retained,yes,creator,workflow,create,project,required,stable,responsive,full,P2,E08-creator-project,creator-studio,게시 준비 확인,게시 명령 센터 · 툰스튜디오,게시 명령 센터,1,3758,2,게시 명령 센터 · 툰스튜디오,게시 명령 센터,1,495,2,0,0,오류,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/review,리뷰·승인 작업을 검수하고 의견 반영,/studio/review,yes,retained,yes,creator,dashboard,connect,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,검토 시작,검토 · 새 웹툰 제작 프로젝트 · Toon Studio,검토 및 승인,2,3621,0,검토 · 새 웹툰 제작 프로젝트 · Toon Studio,검토 및 승인,2,358,0,10,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/share,공유 설정 링크와 협업 권한 관리,/studio/share,yes,retained,yes,creator,dashboard,connect,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,협업자 초대,공유 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,3789,0,공유 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,526,0,9,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/storyworld,스토리월드 인물·장소·설정의 관계 정리,/studio/storyworld,yes,retained,yes,creator,dashboard,create,project,required,beta,responsive,full,P1,E10-ai-3d-runtime,creator-studio,다음 작업 열기,스토리월드 인과관계 랩 · Studio · 툰스튜디오,스토리월드 인과관계 랩,2,3375,0,기억을 파는 도시 · 스토리월드 인과관계 랩,대시보드,2,1271,0,13,0,오류,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/studio/toolchain,제작 도구 효과·OCR·영상·3D·출판 흐름 연결,/studio/toolchain,yes,retained,yes,creator,dashboard,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,Studio · 툰스튜디오,그리기 이후의 제작을 한 흐름으로 연결합니다.,1,4313,0,Studio · 툰스튜디오,그리기 이후의 제작을 한 흐름으로 연결합니다.,1,1050,0,3,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/studio/versions,버전·복구 저장 이력과 복구 지점 관리,/studio/versions,yes,retained,yes,creator,dashboard,manage,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,복구 지점 보기,변경 기록 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,3865,0,변경 기록 · 새 웹툰 제작 프로젝트 · Toon Studio,Studio,2,602,0,10,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/support,이용 문의 서비스 이용 도움받기,/support,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P1,E11-docs-trust,legal-support,문제 해결 경로 찾기,이용 문의 · 문제 해결과 지원 경로 · 툰스튜디오,"막힌 작업을 찾고, 안전하게 다시 이어가세요.",1,5715,1,이용 문의 · 문제 해결과 지원 경로 · 툰스튜디오,"막힌 작업을 찾고, 안전하게 다시 이어가세요.",1,2352,1,34,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/tags,태그로 찾기 인기·유사 태그 탐색,/tags,yes,retained,yes,browse,collection,discover,public,none,stable,responsive,full,P1,E03-discovery-data,catalog-discovery,태그 찾기,태그로 찾기 · 툰스튜디오,태그로 작품 찾기,1,4858,0,태그로 찾기 · 툰스튜디오,태그로 작품 찾기,1,1497,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/terms,이용약관 서비스 이용 조건,/terms,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P3,E11-docs-trust,legal-support,관련 절 찾기,이용약관 · 툰스튜디오,이용약관,1,4999,0,이용약관 · 툰스튜디오,이용약관,1,1680,0,42,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
