route,label,canonical_path,shell,template,purpose,access,project_context,maturity,device,mobile_mode,priority,epic,owner_domain,primary_action,current_findings,desktop_text_chars,mobile_text_chars,unnamed_interactions,mobile_small_targets,target_outcome
/studio/3d/dcc/sculpt,3D 조형 브러시로 형태와 디테일 조형,/studio/3d/dcc/sculpt,creator,immersive-editor,create,public,optional,experimental,desktop-first,preview,P0,E00-route-stability,creator-studio,안전 모드로 조형 시작,"blank-or-no-content; desktop-h1-missing; desktop-load-error; unnamed-interactions:7; visible-state:비어 있습니다,오류; failed-request:www.toonstudio.cloud",0,2564,7,13,"GPU·메모리 검사, 저해상도 안전 모드, 샘플 구체, 실패해도 문서 런타임 보존"
/studio/3d/dcc/shot,컷·선화 카메라 컷과 비사실 렌더 설계,/studio/3d/dcc/shot,creator,immersive-editor,create,public,optional,beta,desktop-first,preview,P2,E09-creator-editor,creator-studio,샘플 작업 시작,"unnamed-interactions:7; visible-state:비어 있습니다,오류",1272,2568,7,4,"컷·선화 카메라 컷과 비사실 렌더 설계을 CreatorShell, 문서 보존, 능력 검사, 안전 모드와 명시적 모바일 정책으로 제공"
/studio/ai-lab,AI 실험실 사용자 키로 창작 추론 작업 실행,/studio/ai-lab,creator,editorial-landing,create,public,optional,experimental,responsive,full,P2,E10-ai-3d-runtime,creator-studio,개인 서버 연결,unnamed-interactions:4; visible-state:없습니다,723,598,4,1,AI 실험실 사용자 키로 창작 추론 작업 실행의 결과를 한 문장과 하나의 주 행동으로 이해하고 실제 기능·다음 경로로 진입
/studio/ai-runtime,개인 AI 런타임 직접 운영하는 추론 서버 연결,/studio/ai-runtime,creator,editorial-landing,create,public,optional,experimental,responsive,full,P2,E10-ai-3d-runtime,creator-studio,런타임 연결 확인,unnamed-interactions:18; visible-state:없습니다,869,744,18,10,개인 AI 런타임 직접 운영하는 추론 서버 연결의 결과를 한 문장과 하나의 주 행동으로 이해하고 실제 기능·다음 경로로 진입
/studio/ai-settings,Studio AI 설정 Studio 생성 도구의 연결과 모델 설정,/studio/ai-settings,creator,editorial-landing,create,public,none,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,주요 경로 시작,"unnamed-interactions:14; visible-state:실패,없습니다,오류",3057,2933,14,3,Studio AI 설정 Studio 생성 도구의 연결과 모델 설정의 결과를 한 문장과 하나의 주 행동으로 이해하고 실제 기능·다음 경로로 진입
/studio/animation,애니메이션 작업실 프레임과 움직임을 편집,/studio/animation,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P2,E09-creator-editor,creator-studio,애니메이션 시작,unnamed-interactions:5,535,1244,5,2,"애니메이션 작업실 프레임과 움직임을 편집을 CreatorShell, 문서 보존, 능력 검사, 안전 모드와 명시적 모바일 정책으로 제공"
/studio/bg3d,3D 배경 장면 배경과 카메라 구도 설계,/studio/bg3d,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P0,E00-route-stability,creator-studio,샘플 장면 열기,blank-or-no-content; desktop-h1-missing; desktop-load-error; unnamed-interactions:3; visible-state:준비 중; failed-request:www.toonstudio.cloud,0,882,3,2,WebGL 사전 검사·샘플 장면·안전 모드·surface 격리 복구를 제공
/studio/brushes,Studio 브러시 작업 중 브러시를 선택하고 조정,/studio/brushes,creator,immersive-editor,create,public,optional,stable,desktop-first,full,P2,E09-creator-editor,creator-studio,샘플 작업 시작,unnamed-interactions:3; visible-state:없습니다,958,923,3,2,"Studio 브러시 작업 중 브러시를 선택하고 조정을 CreatorShell, 문서 보존, 능력 검사, 안전 모드와 명시적 모바일 정책으로 제공"
/studio/character,캐릭터 작업실 캐릭터 외형·표정·자세 제작,/studio/character,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P2,E09-creator-editor,creator-studio,캐릭터 시작,"unnamed-interactions:3; visible-state:실패,없습니다,준비 중; failed-request:www.toonstudio.cloud",2909,795,3,2,"캐릭터 작업실 캐릭터 외형·표정·자세 제작을 CreatorShell, 문서 보존, 능력 검사, 안전 모드와 명시적 모바일 정책으로 제공"
/studio/character-convert,캐릭터 변환 2D 캐릭터를 제작용 형식으로 변환,/studio/character-convert,creator,workflow,create,public,optional,experimental,desktop-first,full,P2,E10-ai-3d-runtime,creator-studio,원본 선택,unnamed-interactions:3; visible-state:없습니다,1193,1068,3,2,캐릭터 변환 2D 캐릭터를 제작용 형식으로 변환을 단계형 자동 저장 흐름으로 완주하고 예상 조건·오류 위치·재개를 제공
/studio/ecosystem,창작 생태계 제작 도구·작업·리소스를 한곳에서 관리,/studio/ecosystem,creator,dashboard,create,public,optional,beta,responsive,full,P1,E10-ai-3d-runtime,creator-studio,다음 작업 열기,"unnamed-interactions:28; mobile-small-targets:55; visible-state:없습니다,오류",3626,3502,28,55,역할별 오늘 할 일·막힘·승인 대기·마감 위험을 우선하는 제작 운영 대시보드
/studio/ecosystem/viewer,생태계 뷰어 연결된 제작 자산과 흐름을 시각화,/studio/ecosystem/viewer,creator,dashboard,create,public,optional,beta,desktop-first,preview,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,unnamed-interactions:1,349,224,1,2,생태계 뷰어 연결된 제작 자산과 흐름을 시각화에서 오늘 할 일·주의 상태·다음 행동을 먼저 보여주고 빈 상태에 샘플을 제공
/studio/engines,설치·라이선스 외부 실행기 설치와 사용 조건 확인,/studio/engines,creator,dashboard,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,no-critical-initial-render-finding,5706,5582,0,26,설치·라이선스 외부 실행기 설치와 사용 조건 확인에서 오늘 할 일·주의 상태·다음 행동을 먼저 보여주고 빈 상태에 샘플을 제공
/studio/generate,생성 도구 연결 생성 기능의 연결 상태와 사용 조건 확인,/studio/generate,creator,workflow,create,public,optional,experimental,responsive,full,P2,E10-ai-3d-runtime,creator-studio,변환 입력 선택,unnamed-interactions:3,828,704,3,12,생성 도구 연결 생성 기능의 연결 상태와 사용 조건 확인을 단계형 자동 저장 흐름으로 완주하고 예상 조건·오류 위치·재개를 제공
/studio/jobs,처리 중 작업 무거운 제작 작업과 결과 영수증 관리,/studio/jobs,creator,dashboard,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,작업 상태 확인,"unnamed-interactions:2; visible-state:실패,없습니다",864,736,2,1,처리 중 작업 무거운 제작 작업과 결과 영수증 관리에서 오늘 할 일·주의 상태·다음 행동을 먼저 보여주고 빈 상태에 샘플을 제공
/studio/join,협업 참여 초대받은 공동 작업에 참여,/studio/join,creator,workflow,connect,sign-in,none,stable,responsive,full,P2,E08-creator-project,creator-studio,초안 시작,"desktop-h1-missing; mobile-h1-missing; visible-state:실패,없습니다",757,632,0,1,협업 참여 초대받은 공동 작업에 참여을 단계형 자동 저장 흐름으로 완주하고 예상 조건·오류 위치·재개를 제공
/studio/lift3d,2D → 3D 변환 이미지 소재를 3D 장면으로 확장,/studio/lift3d,creator,workflow,create,public,optional,experimental,desktop-first,full,P2,E10-ai-3d-runtime,creator-studio,원화 선택,unnamed-interactions:10; visible-state:없습니다,858,733,10,10,2D → 3D 변환 이미지 소재를 3D 장면으로 확장을 단계형 자동 저장 흐름으로 완주하고 예상 조건·오류 위치·재개를 제공
/studio/manual,Studio 사용 설명서 도구·작업 흐름·문제 해결 안내,/studio/manual,creator,editorial-landing,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,주요 경로 시작,visible-state:오류,1780,1427,0,24,Studio 사용 설명서 도구·작업 흐름·문제 해결 안내의 결과를 한 문장과 하나의 주 행동으로 이해하고 실제 기능·다음 경로로 진입
/studio/poser,포즈 스튜디오 인체 포즈와 구도 참고 만들기,/studio/poser,creator,immersive-editor,create,public,optional,beta,desktop-first,review,P1,E09-creator-editor,creator-studio,샘플 포즈 열기,desktop-h1-missing; mobile-h1-missing; visible-state:준비 중; failed-request:www.toonstudio.cloud,473,30,0,0,"샘플 인체 즉시 표시, 대체 모델, 관절·손·시선·발 접지·다중 인물 조작"
/studio/present,발표 모드 작업을 발표용 화면으로 확인,/studio/present,creator,dashboard,connect,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,발표 시작,desktop-h1-missing; mobile-h1-missing; visible-state:없습니다,526,402,0,1,"프로젝트 선택, 컷 목록, 비율, 전체 화면, 노트, 자동 재생을 제공"
/studio/projects,프로젝트 목록 기존 프로젝트를 찾아 이어서 작업,/studio/projects,creator,dashboard,manage,public,optional,stable,responsive,full,P1,E08-creator-project,creator-studio,프로젝트 열기,desktop-h1-missing; mobile-h1-missing; unnamed-interactions:9; visible-state:없습니다,1189,1064,9,7,검색·상태·역할·최근 수정·썸네일·동기화·다음 행동이 있는 프로젝트 허브
/studio/publish,Studio 게시 완성한 초안의 게시 준비,/studio/publish,creator,workflow,create,project,required,stable,responsive,full,P2,E08-creator-project,creator-studio,게시 준비 확인,unnamed-interactions:2; visible-state:오류,624,500,2,3,Studio 게시 완성한 초안의 게시 준비을 단계형 자동 저장 흐름으로 완주하고 예상 조건·오류 위치·재개를 제공
/studio/review,리뷰·승인 작업을 검수하고 의견 반영,/studio/review,creator,dashboard,connect,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,검토 시작,visible-state:없습니다,499,566,0,1,위치 고정 댓글·담당·상태·변경 비교·승인/수정 요청 흐름
/studio/share,공유 설정 링크와 협업 권한 관리,/studio/share,creator,dashboard,connect,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,협업자 초대,desktop-h1-missing; mobile-h1-missing; visible-state:없습니다,797,481,0,1,권한표·링크 만료·비밀번호·접근 기록과 공유 불가 상태의 해결 경로
/studio/storyworld,스토리월드 인물·장소·설정의 관계 정리,/studio/storyworld,creator,dashboard,create,project,required,beta,responsive,full,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,visible-state:오류,1508,1306,0,15,스토리월드 인물·장소·설정의 관계 정리에서 오늘 할 일·주의 상태·다음 행동을 먼저 보여주고 빈 상태에 샘플을 제공
/studio/toolchain,제작 도구 효과·OCR·영상·3D·출판 흐름 연결,/studio/toolchain,creator,dashboard,create,public,optional,stable,responsive,full,P2,E10-ai-3d-runtime,creator-studio,다음 작업 열기,no-critical-initial-render-finding,1201,1077,0,2,제작 도구 효과·OCR·영상·3D·출판 흐름 연결에서 오늘 할 일·주의 상태·다음 행동을 먼저 보여주고 빈 상태에 샘플을 제공
/studio/versions,버전·복구 저장 이력과 복구 지점 관리,/studio/versions,creator,dashboard,manage,project,required,stable,responsive,full,P1,E08-creator-project,creator-studio,복구 지점 보기,desktop-h1-missing; mobile-h1-missing; visible-state:없습니다,684,560,0,1,로컬·서버를 구분한 타임라인·비교·복구 전 체크포인트
/support,이용 문의 서비스 이용 도움받기,/support,docs,document,trust,public,none,stable,responsive,full,P1,E11-docs-trust,legal-support,문제 해결 경로 찾기,unnamed-interactions:1; mobile-small-targets:40,2413,1948,1,40,공개 피드백과 분리된 문제 진단·비민감 정보 복사·개인 지원 경로
/tags,태그로 찾기 인기·유사 태그 탐색,/tags,browse,collection,discover,public,none,stable,responsive,full,P1,E03-discovery-data,catalog-discovery,태그 찾기,mobile-small-targets:5920; visible-state:실패,54806,54559,0,5920,수천 태그 동시 렌더를 제거하고 검색·클러스터·관련 태그·가상화를 제공
/terms,이용약관 서비스 이용 조건,/terms,docs,document,trust,public,none,stable,responsive,full,P3,E11-docs-trust,legal-support,관련 절 찾기,no-critical-initial-render-finding,1509,1304,0,29,이용약관 서비스 이용 조건을 쉬운 말 요약·목차·갱신일·딥 링크·관련 행동이 있는 읽기 중심 문서로 재구성
